tag,hlj_id,requirement_id,model,version,confidence,context,validation_status,inferred,flagged,reason_for_flagged,token_length,rescue_score,rescue_notes,filtered,filter_reason
root cause analysis,REQ-025-HLJ-Chunk_1-Item_4-v1.0,req-025,meta70b,tags_v1,,mapped_concepts,semantic,no,yes,low_confidence,3,0.188,,Y,suspicious_and_no_semantic_match:0.188
root cause analysis,REQ-025-HLJ-Chunk_1-Item_4-v1.0,req-025,meta70b,tags_v2,,mapped_concepts,semantic,no,yes,low_confidence,3,0.188,,Y,suspicious_and_no_semantic_match:0.188
notification,REQ-025-HLJ-Chunk_1-Item_5-v1.0,req-025,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.178,,Y,suspicious_and_no_semantic_match:0.178
automation,REQ-025-HLJ-Chunk_1-Item_6-v1.0,req-025,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.184,,Y,suspicious_and_no_semantic_match:0.184
reliability,REQ-025-HLJ-Chunk_1-Item_7-v1.0,req-025,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.145,,Y,suspicious_and_no_semantic_match:0.145
data protection,REQ-025-HLJ-Chunk_1-Item_8-v1.0,req-025,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",2,0.120,,Y,suspicious_and_no_semantic_match:0.120
schema,REQ-022-HLJ-Chunk_1-Item_1-v1.0,req-022,meta70b,tags_v1,,title,direct,no,yes,low_confidence,1,0.193,,Y,suspicious_and_no_semantic_match:0.193
schema,REQ-022-HLJ-Chunk_1-Item_1-v1.0,req-022,meta70b,tags_v2,,title,direct,no,yes,low_confidence,1,0.193,,Y,suspicious_and_no_semantic_match:0.193
implementation,REQ-022-HLJ-Chunk_1-Item_2-v1.0,req-022,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,0.047,,Y,suspicious_and_no_semantic_match:0.047
masking,REQ-022-HLJ-Chunk_1-Item_5-v1.0,req-022,meta70b,tags_v1,,mapped_concepts,direct,no,yes,low_confidence,1,0.030,,Y,suspicious_and_no_semantic_match:0.030
masking,REQ-022-HLJ-Chunk_1-Item_5-v1.0,req-022,meta70b,tags_v2,,mapped_concepts,direct,no,yes,low_confidence,1,0.030,,Y,suspicious_and_no_semantic_match:0.030
edge cases,REQ-023-HLJ-Chunk_1-Item_3-v1.0,req-023,meta70b,tags_v1,0.92,mapped_concepts,direct,no,no,,2,0.129,,Y,suspicious_and_no_semantic_match:0.129
transparency,REQ-023-HLJ-Chunk_2-Item_8-v1.0,req-023,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.002,,Y,suspicious_and_no_semantic_match:0.002
data protection,REQ-023-HLJ-Chunk_2-Item_9-v1.0,req-023,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",2,0.182,,Y,suspicious_and_no_semantic_match:0.182
training,REQ-023-HLJ-Chunk_2-Item_10-v1.0,req-023,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.023,,Y,suspicious_and_no_semantic_match:0.023
dynamic content,REQ-024-HLJ-Chunk_1-Item_1-v1.0,req-024,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",2,0.173,,Y,suspicious_and_no_semantic_match:0.173
quality assurance,REQ-024-HLJ-Chunk_1-Item_3-v1.0,req-024,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",2,0.159,,Y,suspicious_and_no_semantic_match:0.159
data_visualization,REQ-024-HLJ-Chunk_2-Item_6-v1.0,req-024,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.092,,Y,suspicious_and_no_semantic_match:0.092
legal,REQ-024-HLJ-Chunk_2-Item_8-v1.0,req-024,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.023,,Y,suspicious_and_no_semantic_match:0.023
recipient_control,REQ-024-HLJ-Chunk_2-Item_9-v1.0,req-024,meta70b,tags_v1,,mapped_concepts,semantic,yes,yes,low_confidence,1,0.125,,Y,suspicious_and_no_semantic_match:0.125
recipient_control,REQ-024-HLJ-Chunk_2-Item_9-v1.0,req-024,meta70b,tags_v2,,mapped_concepts,semantic,yes,yes,low_confidence,1,0.125,,Y,suspicious_and_no_semantic_match:0.125
duplicates,REQ-024-HLJ-Chunk_2-Item_10-v1.0,req-024,meta70b,tags_v1,0.92,,none,no,yes,"no_context, unvalidated",1,0.061,,Y,suspicious_and_no_semantic_match:0.061
customfield,REQ-015-HLJ-Chunk_1-Item_2-v1.0,req-015,meta70b,tags_v1,0.94,,none,no,yes,"no_context, unvalidated",1,0.180,,Y,suspicious_and_no_semantic_match:0.180
flexibility,REQ-015-HLJ-Chunk_1-Item_2-v1.0,req-015,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.029,,Y,suspicious_and_no_semantic_match:0.029
authentication,REQ-015-HLJ-Chunk_1-Item_4-v1.0,req-015,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.179,,Y,suspicious_and_no_semantic_match:0.179
user-experience,REQ-015-HLJ-Chunk_1-Item_5-v1.0,req-015,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.102,,Y,suspicious_and_no_semantic_match:0.102
onboarding,REQ-015-HLJ-Chunk_1-Item_7-v1.0,req-015,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.128,,Y,suspicious_and_no_semantic_match:0.128
knowledge-base,REQ-015-HLJ-Chunk_1-Item_8-v1.0,req-015,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.150,,Y,suspicious_and_no_semantic_match:0.150
scalability,REQ-015-HLJ-Chunk_1-Item_9-v1.0,req-015,meta70b,tags_v1,0.95,,none,no,yes,"no_context, unvalidated",1,0.080,,Y,suspicious_and_no_semantic_match:0.080
performance,REQ-015-HLJ-Chunk_1-Item_9-v1.0,req-015,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,0.026,,Y,suspicious_and_no_semantic_match:0.026
architecture,REQ-015-HLJ-Chunk_1-Item_9-v1.0,req-015,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.101,,Y,suspicious_and_no_semantic_match:0.101
regulation,REQ-015-HLJ-Chunk_1-Item_10-v1.0,req-015,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,0.117,,Y,suspicious_and_no_semantic_match:0.117
risk-management,REQ-015-HLJ-Chunk_1-Item_10-v1.0,req-015,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.156,,Y,suspicious_and_no_semantic_match:0.156
handoff,REQ-002-HLJ-Chunk_1-Item_3-v1.0,req-002,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,0.131,,Y,suspicious_and_no_semantic_match:0.131
edgecase,REQ-002-HLJ-Chunk_1-Item_5-v1.0,req-002,meta70b,tags_v1,,source_fragment,semantic,no,yes,low_confidence,1,0.076,,Y,suspicious_and_no_semantic_match:0.076
edgecase,REQ-002-HLJ-Chunk_1-Item_5-v1.0,req-002,meta70b,tags_v2,,source_fragment,semantic,no,yes,low_confidence,1,0.076,,Y,suspicious_and_no_semantic_match:0.076
encryption,REQ-002-HLJ-Chunk_2-Item_7-v1.0,req-002,meta70b,tags_v1,,mapped_concepts,direct,no,yes,low_confidence,1,0.146,,Y,suspicious_and_no_semantic_match:0.146
encryption,REQ-002-HLJ-Chunk_2-Item_7-v1.0,req-002,meta70b,tags_v2,,mapped_concepts,direct,no,yes,low_confidence,1,0.146,,Y,suspicious_and_no_semantic_match:0.146
accessibility,REQ-002-HLJ-Chunk_2-Item_9-v1.0,req-002,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.144,,Y,suspicious_and_no_semantic_match:0.144
edgecases,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,meta70b,tags_v1,0.9,,none,no,yes,"no_context, unvalidated",1,0.009,,Y,suspicious_and_no_semantic_match:0.009
dataclassification,REQ-004-HLJ-Chunk_1-Item_2-v1.0,req-004,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,0.041,,Y,suspicious_and_no_semantic_match:0.041
datalineage,REQ-004-HLJ-Chunk_1-Item_3-v1.0,req-004,meta70b,tags_v1,0.92,,none,no,yes,"no_context, unvalidated",1,0.081,,Y,suspicious_and_no_semantic_match:0.081
righttoerasure,REQ-004-HLJ-Chunk_1-Item_4-v1.0,req-004,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,-0.030,,Y,suspicious_and_no_semantic_match:-0.030
edgecases,REQ-004-HLJ-Chunk_1-Item_7-v1.0,req-004,meta70b,tags_v1,,title,semantic,no,yes,low_confidence,1,-0.022,,Y,suspicious_and_no_semantic_match:-0.022
edgecase,REQ-004-HLJ-Chunk_1-Item_7-v1.0,req-004,meta70b,tags_v2,,,,no,yes,"low_confidence, no_context, unvalidated",1,-0.046,,Y,suspicious_and_no_semantic_match:-0.046
edgecases,REQ-004-HLJ-Chunk_2-Item_2-v1.0,req-004,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,-0.022,,Y,suspicious_and_no_semantic_match:-0.022
simulation,REQ-004-HLJ-Chunk_2-Item_2-v1.0,req-004,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,-0.127,,Y,suspicious_and_no_semantic_match:-0.127
officertraining,REQ-004-HLJ-Chunk_2-Item_3-v1.0,req-004,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.016,,Y,suspicious_and_no_semantic_match:0.016
transitionplan,REQ-004-HLJ-Chunk_2-Item_5-v1.0,req-004,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,-0.033,,Y,suspicious_and_no_semantic_match:-0.033
realtime,REQ-003-HLJ-Chunk_1-Item_2-v1.0,req-003,meta70b,tags_v1,0.9,,none,no,yes,"no_context, unvalidated",1,0.120,,Y,suspicious_and_no_semantic_match:0.120
edgecases,REQ-003-HLJ-Chunk_1-Item_3-v1.0,req-003,meta70b,tags_v1,0.9,,none,no,yes,"no_context, unvalidated",1,0.113,,Y,suspicious_and_no_semantic_match:0.113
falsepositives,REQ-003-HLJ-Chunk_1-Item_3-v1.0,req-003,meta70b,tags_v1,0.88,,none,no,yes,"no_context, unvalidated",1,0.023,,Y,suspicious_and_no_semantic_match:0.023
accuracy,REQ-003-HLJ-Chunk_1-Item_3-v1.0,req-003,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.107,,Y,suspicious_and_no_semantic_match:0.107
data_protection,REQ-003-HLJ-Chunk_1-Item_5-v1.0,req-003,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.167,,Y,suspicious_and_no_semantic_match:0.167
interoperability,REQ-003-HLJ-Chunk_1-Item_6-v1.0,req-003,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.076,,Y,suspicious_and_no_semantic_match:0.076
governance,REQ-003-HLJ-Chunk_1-Item_7-v1.0,req-003,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.030,,Y,suspicious_and_no_semantic_match:0.030
logic development,REQ-010-HLJ-Chunk_1-Item_3-v1.0,req-010,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",2,0.174,,Y,suspicious_and_no_semantic_match:0.174
batch-processing,REQ-010-HLJ-Chunk_1-Item_4-v1.0,req-010,meta70b,tags_v1,,source_fragment,semantic,no,yes,low_confidence,1,0.129,,Y,suspicious_and_no_semantic_match:0.129
batchprocessing,REQ-010-HLJ-Chunk_1-Item_4-v1.0,req-010,meta70b,tags_v2,,,,no,yes,"low_confidence, no_context, unvalidated",1,0.014,,Y,suspicious_and_no_semantic_match:0.014
test-plans,REQ-010-HLJ-Chunk_1-Item_5-v1.0,req-010,meta70b,tags_v1,,source_fragment,semantic,no,yes,low_confidence,1,0.054,,Y,suspicious_and_no_semantic_match:0.054
scenario-based testing,REQ-010-HLJ-Chunk_1-Item_5-v1.0,req-010,meta70b,tags_v1,,mapped_concepts,direct,no,yes,low_confidence,2,0.125,,Y,suspicious_and_no_semantic_match:0.125
test-plans,REQ-010-HLJ-Chunk_1-Item_5-v1.0,req-010,meta70b,tags_v2,,source_fragment,semantic,no,yes,low_confidence,1,0.054,,Y,suspicious_and_no_semantic_match:0.054
scenario-based testing,REQ-010-HLJ-Chunk_1-Item_5-v1.0,req-010,meta70b,tags_v2,,mapped_concepts,direct,no,yes,low_confidence,2,0.125,,Y,suspicious_and_no_semantic_match:0.125
anomaly-detection,REQ-010-HLJ-Chunk_1-Item_6-v1.0,req-010,meta70b,tags_v1,,mapped_concepts,semantic,no,yes,low_confidence,1,0.120,,Y,suspicious_and_no_semantic_match:0.120
anomaly detection,REQ-010-HLJ-Chunk_1-Item_6-v1.0,req-010,meta70b,tags_v2,,,,no,yes,"low_confidence, no_context, unvalidated",2,0.114,,Y,suspicious_and_no_semantic_match:0.114
api-documentation,REQ-010-HLJ-Chunk_1-Item_7-v1.0,req-010,meta70b,tags_v1,,source_fragment,semantic,no,yes,low_confidence,1,0.097,,Y,suspicious_and_no_semantic_match:0.097
api-documentation,REQ-010-HLJ-Chunk_1-Item_7-v1.0,req-010,meta70b,tags_v2,,source_fragment,semantic,no,yes,low_confidence,1,0.097,,Y,suspicious_and_no_semantic_match:0.097
access-control,REQ-010-HLJ-Chunk_1-Item_9-v1.0,req-010,meta70b,tags_v1,,mapped_concepts,semantic,no,yes,low_confidence,1,0.129,,Y,suspicious_and_no_semantic_match:0.129
access control,REQ-010-HLJ-Chunk_1-Item_9-v1.0,req-010,meta70b,tags_v2,,,,no,yes,"low_confidence, no_context, unvalidated",2,0.126,,Y,suspicious_and_no_semantic_match:0.126
regulatory-standards,REQ-010-HLJ-Chunk_1-Item_10-v1.0,req-010,meta70b,tags_v1,,source_fragment,semantic,no,yes,low_confidence,1,0.146,,Y,suspicious_and_no_semantic_match:0.146
regulatory-standards,REQ-010-HLJ-Chunk_1-Item_10-v1.0,req-010,meta70b,tags_v2,,source_fragment,semantic,no,yes,low_confidence,1,0.146,,Y,suspicious_and_no_semantic_match:0.146
mismatch-detection,REQ-010-HLJ-Chunk_2-Item_1-v1.0,req-010,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,0.126,,Y,suspicious_and_no_semantic_match:0.126
conversion-logic,REQ-010-HLJ-Chunk_2-Item_4-v1.0,req-010,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,0.099,,Y,suspicious_and_no_semantic_match:0.099
alerting,REQ-010-HLJ-Chunk_2-Item_5-v1.0,req-010,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,0.069,,Y,suspicious_and_no_semantic_match:0.069
metrics,REQ-028-HLJ-Chunk_1-Item_4-v1.0,req-028,meta70b,tags_v1,0.93,,none,no,yes,"no_context, unvalidated",1,0.136,,Y,suspicious_and_no_semantic_match:0.136
edgecases,REQ-028-HLJ-Chunk_1-Item_5-v1.0,req-028,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,0.125,,Y,suspicious_and_no_semantic_match:0.125
logging,REQ-028-HLJ-Chunk_1-Item_6-v1.0,req-028,meta70b,tags_v1,0.93,,none,no,yes,"no_context, unvalidated",1,0.167,,Y,suspicious_and_no_semantic_match:0.167
metrics,REQ-028-HLJ-Chunk_1-Item_9-v1.0,req-028,meta70b,tags_v1,0.93,,none,no,yes,"no_context, unvalidated",1,0.136,,Y,suspicious_and_no_semantic_match:0.136
buyin,REQ-028-HLJ-Chunk_1-Item_10-v1.0,req-028,meta70b,tags_v1,0.93,,none,no,yes,"no_context, unvalidated",1,0.092,,Y,suspicious_and_no_semantic_match:0.092
compliance,REQ-017-HLJ-Chunk_1-Item_1-v1.0,req-017,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.163,,Y,suspicious_and_no_semantic_match:0.163
compliance,REQ-017-HLJ-Chunk_1-Item_2-v1.0,req-017,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.163,,Y,suspicious_and_no_semantic_match:0.163
user experience,REQ-017-HLJ-Chunk_1-Item_4-v1.0,req-017,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",2,0.014,,Y,suspicious_and_no_semantic_match:0.014
alerts,REQ-017-HLJ-Chunk_1-Item_4-v1.0,req-017,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.131,,Y,suspicious_and_no_semantic_match:0.131
documentation,REQ-017-HLJ-Chunk_1-Item_5-v1.0,req-017,meta70b,tags_v1,,mapped_concepts,direct,no,yes,low_confidence,1,0.200,,Y,suspicious_and_no_semantic_match:0.200
knowledge base,REQ-017-HLJ-Chunk_1-Item_5-v1.0,req-017,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",2,0.060,,Y,suspicious_and_no_semantic_match:0.060
documentation,REQ-017-HLJ-Chunk_1-Item_5-v1.0,req-017,meta70b,tags_v2,,mapped_concepts,direct,no,yes,low_confidence,1,0.200,,Y,suspicious_and_no_semantic_match:0.200
taxation,REQ-017-HLJ-Chunk_1-Item_7-v1.0,req-017,meta70b,tags_v1,0.91,,none,no,yes,"no_context, unvalidated",1,0.065,,Y,suspicious_and_no_semantic_match:0.065
compliance,REQ-017-HLJ-Chunk_1-Item_7-v1.0,req-017,meta70b,tags_v1,,summary,direct,no,yes,low_confidence,1,0.163,,Y,suspicious_and_no_semantic_match:0.163
compliance,REQ-017-HLJ-Chunk_1-Item_7-v1.0,req-017,meta70b,tags_v2,,summary,direct,no,yes,low_confidence,1,0.163,,Y,suspicious_and_no_semantic_match:0.163
flags,REQ-017-HLJ-Chunk_1-Item_9-v1.0,req-017,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.008,,Y,suspicious_and_no_semantic_match:0.008
quality assurance,REQ-017-HLJ-Chunk_1-Item_10-v1.0,req-017,meta70b,tags_v1,,mapped_concepts,direct,no,yes,low_confidence,2,0.191,,Y,suspicious_and_no_semantic_match:0.191
quality assurance,REQ-017-HLJ-Chunk_1-Item_10-v1.0,req-017,meta70b,tags_v2,,mapped_concepts,direct,no,yes,low_confidence,2,0.191,,Y,suspicious_and_no_semantic_match:0.191
user_interface,REQ-019-HLJ-Chunk_1-Item_1-v1.0,req-019,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,0.026,,Y,suspicious_and_no_semantic_match:0.026
automation,REQ-019-HLJ-Chunk_1-Item_2-v1.0,req-019,meta70b,tags_v1,,mapped_concepts,direct,no,yes,low_confidence,1,0.040,,Y,suspicious_and_no_semantic_match:0.040
automation,REQ-019-HLJ-Chunk_1-Item_2-v1.0,req-019,meta70b,tags_v2,,mapped_concepts,direct,no,yes,low_confidence,1,0.040,,Y,suspicious_and_no_semantic_match:0.040
visualization,REQ-026-HLJ-Chunk_2-Item_6-v1.0,req-026,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,0.074,,Y,suspicious_and_no_semantic_match:0.074
crm_integration,REQ-026-HLJ-Chunk_2-Item_7-v1.0,req-026,meta70b,tags_v1,0.98,,none,no,yes,"no_context, unvalidated",1,0.140,,Y,suspicious_and_no_semantic_match:0.140
opt_out,REQ-026-HLJ-Chunk_2-Item_9-v1.0,req-026,meta70b,tags_v1,,source_fragment,semantic,no,yes,low_confidence,1,0.133,,Y,suspicious_and_no_semantic_match:0.133
opt_out,REQ-026-HLJ-Chunk_2-Item_9-v1.0,req-026,meta70b,tags_v2,,source_fragment,semantic,no,yes,low_confidence,1,0.133,,Y,suspicious_and_no_semantic_match:0.133
edge_cases,REQ-026-HLJ-Chunk_2-Item_10-v1.0,req-026,meta70b,tags_v1,0.95,,none,no,yes,"no_context, unvalidated",1,0.054,,Y,suspicious_and_no_semantic_match:0.054
device_coordination,REQ-026-HLJ-Chunk_2-Item_10-v1.0,req-026,meta70b,tags_v1,,mapped_concepts,direct,no,yes,low_confidence,1,0.129,,Y,suspicious_and_no_semantic_match:0.129
device_coordination,REQ-026-HLJ-Chunk_2-Item_10-v1.0,req-026,meta70b,tags_v2,,mapped_concepts,direct,no,yes,low_confidence,1,0.129,,Y,suspicious_and_no_semantic_match:0.129
edge_cases,REQ-026-HLJ-Chunk_2-Item_11-v1.0,req-026,meta70b,tags_v1,0.95,,none,no,yes,"no_context, unvalidated",1,0.054,,Y,suspicious_and_no_semantic_match:0.054
trigger_prioritization,REQ-026-HLJ-Chunk_2-Item_11-v1.0,req-026,meta70b,tags_v1,,mapped_concepts,direct,no,yes,low_confidence,1,0.163,,Y,suspicious_and_no_semantic_match:0.163
trigger_prioritization,REQ-026-HLJ-Chunk_2-Item_11-v1.0,req-026,meta70b,tags_v2,,mapped_concepts,direct,no,yes,low_confidence,1,0.163,,Y,suspicious_and_no_semantic_match:0.163
data integrity,REQ-018-HLJ-Chunk_1-Item_6-v1.0,req-018,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",2,0.185,,Y,suspicious_and_no_semantic_match:0.185
compatibility,REQ-018-HLJ-Chunk_1-Item_7-v1.0,req-018,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.169,,Y,suspicious_and_no_semantic_match:0.169
knowledge base,REQ-018-HLJ-Chunk_1-Item_8-v1.0,req-018,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",2,0.199,,Y,suspicious_and_no_semantic_match:0.199
globalization,REQ-027-HLJ-Chunk_1-Item_1-v1.0,req-027,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.159,,Y,suspicious_and_no_semantic_match:0.159
logging,REQ-020-HLJ-Chunk_1-Item_6-v1.0,req-020,meta70b,tags_v1,0.88,,none,no,yes,"no_context, unvalidated",1,0.137,,Y,suspicious_and_no_semantic_match:0.137
security protocol,REQ-029-HLJ-Chunk_1-Item_4-v1.0,req-029,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",2,0.186,,Y,suspicious_and_no_semantic_match:0.186
detection,REQ-029-HLJ-Chunk_1-Item_5-v1.0,req-029,meta70b,tags_v1,,mapped_concepts,direct,no,yes,low_confidence,1,0.076,,Y,suspicious_and_no_semantic_match:0.076
detection,REQ-029-HLJ-Chunk_1-Item_5-v1.0,req-029,meta70b,tags_v2,,mapped_concepts,direct,no,yes,low_confidence,1,0.076,,Y,suspicious_and_no_semantic_match:0.076
performance,REQ-029-HLJ-Chunk_2-Item_9-v1.0,req-029,meta70b,tags_v1,,summary,direct,no,yes,low_confidence,1,0.117,,Y,suspicious_and_no_semantic_match:0.117
performance,REQ-029-HLJ-Chunk_2-Item_9-v1.0,req-029,meta70b,tags_v2,,summary,direct,no,yes,low_confidence,1,0.117,,Y,suspicious_and_no_semantic_match:0.117
usability,REQ-016-HLJ-Chunk_1-Item_2-v1.0,req-016,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.053,,Y,suspicious_and_no_semantic_match:0.053
adaptability,REQ-016-HLJ-Chunk_1-Item_3-v1.0,req-016,meta70b,tags_v1,,,none,yes,yes,"low_confidence, no_context, unvalidated",1,0.017,,Y,suspicious_and_no_semantic_match:0.017
usernotification,REQ-016-HLJ-Chunk_1-Item_5-v1.0,req-016,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,0.126,,Y,suspicious_and_no_semantic_match:0.126
userguidance,REQ-016-HLJ-Chunk_1-Item_6-v1.0,req-016,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,0.066,,Y,suspicious_and_no_semantic_match:0.066
exceptiontracking,REQ-016-HLJ-Chunk_1-Item_7-v1.0,req-016,meta70b,tags_v1,,,none,no,yes,"low_confidence, no_context, unvalidated",1,0.056,,Y,suspicious_and_no_semantic_match:0.056
edgecases,REQ-011-HLJ-Chunk_1-Item_4-v1.0,req-011,meta70b,tags_v1,,source_fragment,semantic,no,yes,low_confidence,1,0.025,,Y,suspicious_and_no_semantic_match:0.025
edgecase,REQ-011-HLJ-Chunk_1-Item_4-v1.0,req-011,meta70b,tags_v2,,,,no,yes,"low_confidence, no_context, unvalidated",1,0.036,,Y,suspicious_and_no_semantic_match:0.036
